cod_mpio;añodeasignación;hogares_mpio;municipio;hogares_subsidio;proporcion_AB;treatment;tasa_subsidio;treatment_dummy;post;did
63130;2019;25235;CALARCÁ;41;0;0;2;;0;0
63130;2020;25845;CALARCÁ;18;0;0;1;;0;0
63130;2021;26473;CALARCÁ;83;0;0;3;;0;0
63130;2022;27133;CALARCÁ;149;0;0;5;;0;0
63130;2023;27831;CALARCÁ;96;0;0;3;;1;0
63130;2024;28540;CALARCÁ;31;0;0;1;;1;0
63470;2019;12364;MONTENEGRO;155;1;0;13;;0;0
63470;2020;12623;MONTENEGRO;178;1;0;14;;0;0
63470;2021;12924;MONTENEGRO;7;1;0;1;;0;0
63470;2022;13247;MONTENEGRO;113;1;0;9;;0;0
63470;2023;13590;MONTENEGRO;8;1;0;1;;1;0
63470;2024;13928;MONTENEGRO;3;1;0;0;;1;0
66001;2019;160773;PEREIRA;589;0;0;4;0;0;0
66001;2020;164530;PEREIRA;328;0;0;2;0;0;0
66001;2021;168107;PEREIRA;750;0;0;4;0;0;0
66001;2022;172012;PEREIRA;553;0;0;3;0;0;0
66001;2023;176141;PEREIRA;453;0;0;3;0;1;0
66001;2024;180250;PEREIRA;260;0;0;1;0;1;0
66170;2019;73377;DOSQUEBRADAS;710;1;0;10;0;0;0
66170;2020;75378;DOSQUEBRADAS;867;1;0;12;0;0;0
66170;2021;77015;DOSQUEBRADAS;1359;1;0;18;0;0;0
66170;2022;78815;DOSQUEBRADAS;733;1;0;9;0;0;0
66170;2023;80719;DOSQUEBRADAS;698;1;0;9;0;1;0
66170;2024;82648;DOSQUEBRADAS;567;1;0;7;0;1;0
66682;2019;24755;SANTA ROSA DE CABAL;155;1;0;6;;0;0
66682;2020;25317;SANTA ROSA DE CABAL;173;1;0;7;;0;0
66682;2021;25862;SANTA ROSA DE CABAL;198;1;0;8;;0;0
66682;2022;26460;SANTA ROSA DE CABAL;144;1;0;5;;0;0
66682;2023;27093;SANTA ROSA DE CABAL;227;1;0;8;;1;0
66682;2024;27717;SANTA ROSA DE CABAL;161;1;0;6;;1;0
68001;2019;198113;BUCARAMANGA;96;1;0;0;0;0;0
68001;2020;204627;BUCARAMANGA;187;1;0;1;0;0;0
68001;2021;209939;BUCARAMANGA;516;1;0;2;0;0;0
68001;2022;214734;BUCARAMANGA;531;1;0;2;0;0;0
68001;2023;219520;BUCARAMANGA;499;1;0;2;0;1;0
68001;2024;224885;BUCARAMANGA;459;1;0;2;0;1;0
68077;2019;10799;BARBOSA;4;1;0;0;1;0;0
68077;2020;11164;BARBOSA;4;1;0;0;1;0;0
68077;2021;11439;BARBOSA;5;1;0;0;1;0;0
68077;2022;11691;BARBOSA;4;1;0;0;1;0;0
68077;2023;11944;BARBOSA;10;1;0;1;1;1;0
68077;2024;12229;BARBOSA;9;1;0;1;1;1;0
68081;2019;64120;BARRANCABERMEJA;41;1;0;1;;0;0
68081;2020;65854;BARRANCABERMEJA;65;1;0;1;;0;0
68081;2021;67471;BARRANCABERMEJA;193;1;0;3;;0;0
68081;2022;68961;BARRANCABERMEJA;85;1;0;1;;0;0
68081;2023;70463;BARRANCABERMEJA;126;1;0;2;;1;0
68081;2024;72233;BARRANCABERMEJA;120;1;0;2;;1;0
68276;2019;93486;FLORIDABLANCA;152;1;0;2;;0;0
68276;2020;96893;FLORIDABLANCA;235;1;0;2;;0;0
68276;2021;99365;FLORIDABLANCA;196;1;0;2;;0;0
68276;2022;101615;FLORIDABLANCA;153;1;0;2;;0;0
68276;2023;103871;FLORIDABLANCA;163;1;0;2;;1;0
68276;2024;106652;FLORIDABLANCA;140;1;0;1;;1;0
68307;2019;51136;GIRÓN;340;1;0;7;;0;0
68307;2020;53347;GIRÓN;308;1;0;6;;0;0
68307;2021;54703;GIRÓN;742;1;0;14;;0;0
68307;2022;55933;GIRÓN;835;1;0;15;;0;0
68307;2023;57161;GIRÓN;625;1;0;11;;1;0
68307;2024;58670;GIRÓN;943;1;0;16;;1;0
68406;2019;14548;LEBRIJA;5;1;0;0;;0;0
68406;2020;15082;LEBRIJA;10;1;0;1;;0;0
68406;2021;15459;LEBRIJA;19;1;0;1;;0;0
68406;2022;15798;LEBRIJA;25;1;0;2;;0;0
68406;2023;16136;LEBRIJA;6;1;0;0;;1;0
68406;2024;16510;LEBRIJA;3;1;0;0;;1;0
68432;2019;6834;MÁLAGA;4;1;0;1;1;0;0
68432;2020;7019;MÁLAGA;6;1;0;1;1;0;0
68432;2021;7192;MÁLAGA;28;1;0;4;1;0;0
68432;2022;7351;MÁLAGA;25;1;0;3;1;0;0
68432;2023;7511;MÁLAGA;3;1;0;0;1;1;0
68432;2024;7699;MÁLAGA;3;1;0;0;1;1;0
68547;2019;54257;PIEDECUESTA;455;1;0;8;;0;0
68547;2020;56537;PIEDECUESTA;266;1;0;5;;0;0
68547;2021;57939;PIEDECUESTA;724;1;0;12;;0;0
68547;2022;59214;PIEDECUESTA;1607;1;0;27;;0;0
68547;2023;60497;PIEDECUESTA;1440;1;0;24;;1;0
68547;2024;62022;PIEDECUESTA;739;1;0;12;;1;0
68679;2019;19684;SAN GIL;126;1;0;6;;0;0
68679;2020;20485;SAN GIL;132;1;0;6;;0;0
68679;2021;21012;SAN GIL;250;1;0;12;;0;0
68679;2022;21488;SAN GIL;179;1;0;8;;0;0
68679;2023;21963;SAN GIL;174;1;0;8;;1;0
68679;2024;22520;SAN GIL;180;1;0;8;;1;0
68755;2019;10274;SOCORRO;26;0;0;3;;0;0
68755;2020;10599;SOCORRO;8;0;0;1;;0;0
68755;2021;10862;SOCORRO;3;0;0;0;;0;0
68755;2022;11101;SOCORRO;9;0;0;1;;0;0
68755;2023;11347;SOCORRO;10;0;0;1;;1;0
68755;2024;11628;SOCORRO;7;0;0;1;;1;0
70001;2019;78787;SINCELEJO;321;1;0;4;;0;0
70001;2020;82028;SINCELEJO;105;1;0;1;;0;0
70001;2021;84604;SINCELEJO;257;1;0;3;;0;0
70001;2022;86988;SINCELEJO;230;1;0;3;;0;0
70001;2023;89368;SINCELEJO;200;1;0;2;;1;0
70001;2024;91279;SINCELEJO;208;1;0;2;;1;0
73001;2019;188248;IBAGUÉ;886;1;0;5;0;0;0
73001;2020;193004;IBAGUÉ;2239;1;0;12;0;0;0
73001;2021;196530;IBAGUÉ;2973;1;0;15;0;0;0
73001;2022;200065;IBAGUÉ;2882;1;0;14;0;0;0
73001;2023;203651;IBAGUÉ;3002;1;0;15;0;1;0
73001;2024;207539;IBAGUÉ;2475;1;0;12;0;1;0
73124;2019;5907;CAJAMARCA;15;1;0;3;1;0;0
73124;2020;5969;CAJAMARCA;35;1;0;6;1;0;0
73124;2021;6054;CAJAMARCA;43;1;0;7;1;0;0
73124;2022;6141;CAJAMARCA;50;1;0;8;1;0;0
73124;2023;6234;CAJAMARCA;44;1;0;7;1;1;0
73124;2024;6334;CAJAMARCA;11;1;0;2;1;1;0
73268;2019;23712;ESPINAL;285;1;0;12;;0;0
73268;2020;24137;ESPINAL;331;1;0;14;;0;0
73268;2021;24546;ESPINAL;483;1;0;20;;0;0
73268;2022;24953;ESPINAL;505;1;0;20;;0;0
73268;2023;25365;ESPINAL;526;1;0;21;;1;0
73268;2024;25805;ESPINAL;529;1;0;20;;1;0
73275;2019;9640;FLANDES;20;1;0;2;1;0;0
73275;2020;9822;FLANDES;12;1;0;1;1;0;0
73275;2021;9997;FLANDES;40;1;0;4;1;0;0
73275;2022;10174;FLANDES;43;1;0;4;1;0;0
73275;2023;10354;FLANDES;11;1;0;1;1;1;0
73275;2024;10546;FLANDES;16;1;0;2;1;1;0
73411;2019;12587;LÍBANO;16;1;0;1;;0;0
73411;2020;12670;LÍBANO;13;1;0;1;;0;0
73411;2021;12866;LÍBANO;15;1;0;1;;0;0
73411;2022;13068;LÍBANO;10;1;0;1;;0;0
73411;2023;13278;LÍBANO;1;1;0;0;;1;0
73411;2024;13504;LÍBANO;2;1;0;0;;1;0
73443;2019;12998;SAN SEBASTIÁN DE MARIQUITA;12;1;0;1;;0;0
73443;2020;13244;SAN SEBASTIÁN DE MARIQUITA;7;1;0;1;;0;0
73443;2021;13456;SAN SEBASTIÁN DE MARIQUITA;19;1;0;1;;0;0
73443;2022;13676;SAN SEBASTIÁN DE MARIQUITA;16;1;0;1;;0;0
73443;2023;13907;SAN SEBASTIÁN DE MARIQUITA;4;1;0;0;;1;0
73443;2024;14155;SAN SEBASTIÁN DE MARIQUITA;6;1;0;0;;1;0
73449;2019;14675;MELGAR;8;1;0;1;1;0;0
73449;2020;15101;MELGAR;4;1;0;0;1;0;0
73449;2021;15370;MELGAR;25;1;0;2;1;0;0
73449;2022;15635;MELGAR;30;1;0;2;1;0;0
73449;2023;15901;MELGAR;23;1;0;1;1;1;0
73449;2024;16184;MELGAR;18;1;0;1;1;1;0
73671;2019;4766;SALDAÑA;9;1;0;2;1;0;0
73671;2020;4830;SALDAÑA;4;1;0;1;1;0;0
73671;2021;4903;SALDAÑA;9;1;0;2;1;0;0
73671;2022;4978;SALDAÑA;7;1;0;1;1;0;0
73671;2023;5058;SALDAÑA;3;1;0;1;1;1;0
73671;2024;5140;SALDAÑA;2;1;0;0;1;1;0
76001;2019;720864;SANTIAGO DE CALI;1033;1;0;1;0;0;0
76001;2020;734849;SANTIAGO DE CALI;791;1;0;1;0;0;0
76001;2021;749666;SANTIAGO DE CALI;1627;1;0;2;0;0;0
76001;2022;765890;SANTIAGO DE CALI;2934;1;0;4;0;0;0
76001;2023;782359;SANTIAGO DE CALI;1241;1;0;2;0;1;0
76001;2024;799297;SANTIAGO DE CALI;1065;1;0;1;0;1;0
76109;2019;85462;BUENAVENTURA;30;1;0;0;;0;0
76109;2020;87155;BUENAVENTURA;31;1;0;0;;0;0
76109;2021;88924;BUENAVENTURA;34;1;0;0;;0;0
76109;2022;90878;BUENAVENTURA;5;1;0;0;;0;0
76109;2023;92866;BUENAVENTURA;27;1;0;0;;1;0
76109;2024;94695;BUENAVENTURA;2;1;0;0;;1;0
76111;2019;41648;GUADALAJARA DE BUGA;1;1;0;0;;0;0
76111;2020;42437;GUADALAJARA DE BUGA;117;1;0;3;;0;0
76111;2021;43293;GUADALAJARA DE BUGA;357;1;0;8;;0;0
76111;2022;44245;GUADALAJARA DE BUGA;120;1;0;3;;0;0
76111;2023;45214;GUADALAJARA DE BUGA;562;1;0;12;;1;0
76111;2024;46211;GUADALAJARA DE BUGA;282;1;0;6;;1;0
76122;2019;9980;CAICEDONIA;52;1;0;5;1;0;0
76122;2020;10095;CAICEDONIA;123;1;0;12;1;0;0
76122;2021;10299;CAICEDONIA;67;1;0;7;1;0;0
76122;2022;10523;CAICEDONIA;66;1;0;6;1;0;0
76122;2023;10752;CAICEDONIA;16;1;0;1;1;1;0
76122;2024;10975;CAICEDONIA;4;1;0;0;1;1;0
76130;2019;26940;CANDELARIA;2851;0;0;106;;0;0
76130;2020;27570;CANDELARIA;2588;0;0;94;;0;0
76130;2021;28113;CANDELARIA;3555;0;0;126;;0;0
76130;2022;28747;CANDELARIA;5170;0;0;180;;0;0
76130;2023;29414;CANDELARIA;3584;0;0;122;;1;0
76130;2024;29859;CANDELARIA;4981;0;0;167;;1;0
76147;2019;44865;CARTAGO;230;0;0;5;0;0;0
76147;2020;45720;CARTAGO;268;0;0;6;0;0;0
76147;2021;46627;CARTAGO;292;0;0;6;0;0;0
76147;2022;47628;CARTAGO;206;0;0;4;0;0;0
76147;2023;48652;CARTAGO;351;0;0;7;0;1;0
76147;2024;49678;CARTAGO;144;0;0;3;0;1;0
76248;2019;17732;EL CERRITO;61;1;0;3;;0;0
76248;2020;18086;EL CERRITO;40;1;0;2;;0;0
76248;2021;18454;EL CERRITO;37;1;0;2;;0;0
76248;2022;18865;EL CERRITO;64;1;0;3;;0;0
76248;2023;19280;EL CERRITO;58;1;0;3;;1;0
76248;2024;19608;EL CERRITO;5;1;0;0;;1;0
76275;2019;17479;FLORIDA;57;1;0;3;;0;0
76275;2020;17810;FLORIDA;59;1;0;3;;0;0
76275;2021;18173;FLORIDA;46;1;0;3;;0;0
76275;2022;18575;FLORIDA;74;1;0;4;;0;0
76275;2023;18984;FLORIDA;111;1;0;6;;1;0
76275;2024;19319;FLORIDA;89;1;0;5;;1;0
76306;2019;7509;GINEBRA;14;1;0;2;1;0;0
76306;2020;7663;GINEBRA;112;1;0;15;1;0;0
76306;2021;7820;GINEBRA;87;1;0;11;1;0;0
76306;2022;7997;GINEBRA;22;1;0;3;1;0;0
76306;2023;8179;GINEBRA;8;1;0;1;1;1;0
76306;2024;8319;GINEBRA;14;1;0;2;1;1;0
76318;2019;10811;GUACARÍ;183;1;0;17;1;0;0
76318;2020;11030;GUACARÍ;225;1;0;20;1;0;0
76318;2021;11255;GUACARÍ;215;1;0;19;1;0;0
76318;2022;11501;GUACARÍ;477;1;0;41;1;0;0
76318;2023;11749;GUACARÍ;36;1;0;3;1;1;0
76318;2024;11958;GUACARÍ;356;1;0;30;1;1;0
76364;2019;49704;JAMUNDÍ;1510;1;0;30;;0;0
76364;2020;51353;JAMUNDÍ;2804;1;0;55;;0;0
76364;2021;52417;JAMUNDÍ;4932;1;0;94;;0;0
76364;2022;53587;JAMUNDÍ;2778;1;0;52;;0;0
76364;2023;54775;JAMUNDÍ;1567;1;0;29;;1;0
76364;2024;55864;JAMUNDÍ;1818;1;0;33;;1;0
76520;2019;117181;PALMIRA;374;0;0;3;0;0;0
76520;2020;119678;PALMIRA;351;0;0;3;0;0;0
76520;2021;122130;PALMIRA;289;0;0;2;0;0;0
76520;2022;124796;PALMIRA;504;0;0;4;0;0;0
76520;2023;127497;PALMIRA;723;0;0;6;0;1;0
76520;2024;129993;PALMIRA;814;0;0;6;0;1;0
76563;2019;14514;PRADERA;6;1;0;0;;0;0
76563;2020;14800;PRADERA;1;1;0;0;;0;0
76563;2021;15101;PRADERA;11;1;0;1;;0;0
76563;2022;15431;PRADERA;7;1;0;0;;0;0
76563;2023;15765;PRADERA;14;1;0;1;;1;0
76563;2024;16071;PRADERA;16;1;0;1;;1;0
76606;2019;5007;RESTREPO;12;1;0;2;1;0;0
76606;2020;5080;RESTREPO;1;1;0;0;1;0;0
76606;2021;5183;RESTREPO;8;1;0;2;1;0;0
76606;2022;5298;RESTREPO;3;1;0;1;1;0;0
76606;2023;5416;RESTREPO;2;1;0;0;1;1;0
76606;2024;5519;RESTREPO;1;1;0;0;1;1;0
76616;2019;5466;RIOFRÍO;25;0;0;5;;0;0
76616;2020;5546;RIOFRÍO;28;0;0;5;;0;0
76616;2021;5661;RIOFRÍO;28;0;0;5;;0;0
76616;2022;5786;RIOFRÍO;48;0;0;8;;0;0
76616;2023;5913;RIOFRÍO;3;0;0;1;;1;0
76616;2024;5996;RIOFRÍO;2;0;0;0;;1;0
76622;2019;11680;ROLDANILLO;114;1;0;10;;0;0
76622;2020;11856;ROLDANILLO;70;1;0;6;;0;0
76622;2021;12098;ROLDANILLO;60;1;0;5;;0;0
76622;2022;12366;ROLDANILLO;26;1;0;2;;0;0
76622;2023;12640;ROLDANILLO;124;1;0;10;;1;0
76622;2024;12892;ROLDANILLO;64;1;0;5;;1;0
76670;2019;5095;SAN PEDRO;21;0;0;4;1;0;0
76670;2020;5203;SAN PEDRO;14;0;0;3;1;0;0
76670;2021;5312;SAN PEDRO;29;0;0;5;1;0;0
76670;2022;5434;SAN PEDRO;32;0;0;6;1;0;0
76670;2023;5559;SAN PEDRO;5;0;0;1;1;1;0
76670;2024;5676;SAN PEDRO;8;0;0;1;1;1;0
76823;2019;4761;TORO;26;1;0;5;1;0;0
76823;2020;4808;TORO;8;1;0;2;1;0;0
76823;2021;4908;TORO;7;1;0;1;1;0;0
76823;2022;5018;TORO;1;1;0;0;1;0;0
76823;2023;5130;TORO;14;1;0;3;1;1;0
76823;2024;5222;TORO;44;1;0;8;1;1;0
76834;2019;73181;TULUÁ;49;0;0;1;0;0;0
76834;2020;75231;TULUÁ;209;0;0;3;0;0;0
76834;2021;76815;TULUÁ;207;0;0;3;0;0;0
76834;2022;78528;TULUÁ;320;0;0;4;0;0;0
76834;2023;80257;TULUÁ;327;0;0;4;0;1;0
76834;2024;81887;TULUÁ;453;0;0;6;0;1;0
76892;2019;34993;YUMBO;668;1;0;19;;0;0
76892;2020;35857;YUMBO;442;1;0;12;;0;0
76892;2021;36566;YUMBO;743;1;0;20;;0;0
76892;2022;37343;YUMBO;1465;1;0;39;;0;0
76892;2023;38137;YUMBO;1373;1;0;36;;1;0
76892;2024;38891;YUMBO;646;1;0;17;;1;0
76895;2019;13550;ZARZAL;87;1;0;6;1;0;0
76895;2020;13819;ZARZAL;28;1;0;2;1;0;0
76895;2021;14101;ZARZAL;46;1;0;3;1;0;0
76895;2022;14411;ZARZAL;27;1;0;2;1;0;0
76895;2023;14729;ZARZAL;85;1;0;6;1;1;0
76895;2024;15006;ZARZAL;106;1;0;7;1;1;0
81001;2019;27648;ARAUCA;11;1;0;0;;0;0
81001;2020;29532;ARAUCA;24;1;0;1;;0;0
81001;2021;30756;ARAUCA;21;1;0;1;;0;0
81001;2022;31692;ARAUCA;33;1;0;1;;0;0
81001;2023;32617;ARAUCA;5;1;0;0;;1;0
81001;2024;33708;ARAUCA;5;1;0;0;;1;0
81794;2019;14317;TAME;8;1;0;1;1;0;0
81794;2020;15151;TAME;14;1;0;1;1;0;0
81794;2021;15742;TAME;4;1;0;0;1;0;0
81794;2022;16199;TAME;4;1;0;0;1;0;0
81794;2023;16655;TAME;2;1;0;0;1;1;0
81794;2024;17210;TAME;19;1;0;1;1;1;0
85001;2019;58908;YOPAL;20;1;0;0;;0;0
85001;2020;61182;YOPAL;13;1;0;0;;0;0
85001;2021;62729;YOPAL;73;1;0;1;;0;0
85001;2022;64144;YOPAL;139;1;0;2;;0;0
85001;2023;65563;YOPAL;64;1;0;1;;1;0
85001;2024;67412;YOPAL;51;1;0;1;;1;0
85440;2019;13127;VILLANUEVA;1;1;0;0;1;0;0
85440;2020;13468;VILLANUEVA;5;1;0;0;1;0;0
85440;2021;13804;VILLANUEVA;15;1;0;1;1;0;0
85440;2022;14112;VILLANUEVA;15;1;0;1;1;0;0
85440;2023;14419;VILLANUEVA;12;1;0;1;1;1;0
85440;2024;14798;VILLANUEVA;2;1;0;0;1;1;0
86320;2019;15933;ORITO;7;1;0;0;1;0;0
86320;2020;16476;ORITO;7;1;0;0;1;0;0
86320;2021;17037;ORITO;15;1;0;1;1;0;0
86320;2022;17610;ORITO;13;1;0;1;1;0;0
86320;2023;18198;ORITO;3;1;0;0;1;1;0
86320;2024;18817;ORITO;3;1;0;0;1;1;0
95001;2019;16603;SAN JOSÉ DEL GUAVIARE;28;1;0;2;;0;0
95001;2020;17330;SAN JOSÉ DEL GUAVIARE;26;1;0;2;;0;0
95001;2021;17996;SAN JOSÉ DEL GUAVIARE;44;1;0;2;;0;0
95001;2022;18697;SAN JOSÉ DEL GUAVIARE;64;1;0;3;;0;0
95001;2023;19436;SAN JOSÉ DEL GUAVIARE;70;1;0;4;;1;0
95001;2024;20347;SAN JOSÉ DEL GUAVIARE;38;1;0;2;;1;0